新集镇,NR,1
甘元福,NR,1
分行,NN,1
大芝煤站,VV,1
谷峰,NN,1
手工,NN,5
润家,NR,1
贯新,NR,1
非凡,JJ,3
忠宇,NR,1
延平区,NR,7
鸡,NN,19
加多,AD,1
瓷汾,NR,1
客运,NN,1
大粮山,NR,1
致诚,NN,1
永靛,NR,1
绿怡,NR,2
大刀,NN,1
马毛,NR,2
食杂,VV,1
西太,VV,1
昌源,NR,1
加鸿,VV,1
贝林,NR,2
丰城市,NR,1
海林市,NR,1
河相良,NR,1
力宝,NR,1
郑立松,NR,1
大岭,NR,1
昌宁县,NR,1
蓬蓬,VV,1
黄素琴,NR,1
白云,NN,3
部,NN,33
广场,NN,207
红妹,NR,1
王朝,NR,1
周城,NR,1
友记,VV,1
圣示,NR,1
船,NN,1
沛县,NR,7
郑晓凤,NR,1
周绍兰食杂摊,NN,1
达康,NR,1
半山,NN,1
明珠,NN,9
百佳汇,NR,1
泮才行,NR,1
春苓,NR,1
参林,NN,6
包头,NR,2
沙溪,NR,1
华精,NN,1
饭,NN,1
南沣,NR,1
芦子渠,NR,1
湖东,NR,5
大厅,NN,1
余新珠,NN,1
花园店,NN,2
科技园,NN,3
蓬江,NR,9
义龙,NR,1
佳佳,VV,1
美中,NR,1
大坪路,NR,1
物语,NN,2
凯瑞,NR,2
息烽,NN,1
集泉,NR,1
三维,JJ,4
欢迎,VV,1
加工场,NN,6
灵武市,NR,6
丽园,NR,1
小河堡,NR,1
/,PU,36
新博,NR,1
槐树,NN,3
元坤,NR,1
少,VV,1
潮州市,NR,2
黄,NN,2
京润,NR,5
乐美达,NR,1
工艺,NN,2
卉谷,NR,1
鑫三,NR,1
树,NN,3
赵应举,NR,1
诊所,NN,2
樱花,NN,10
青上,NR,1
利英,NR,1
苏泊尔,NR,3
志祥,NN,1
式,M,3
大米,NN,14
喜庆,NN,1
干调,VV,1
文体,NN,4
衡信,NR,1
怡源,VV,1
友翠,NR,2
积木,NN,1
浩珂,NR,1
125,CD,1
爱戎,VV,1
大福,VV,1
市景,NN,3
香焖,NR,1
百胜,NR,1
兴成,NR,6
鸿凯,NR,1
龙湾,NR,1
康齿灵,NR,1
东缘,NN,1
畜禽,JJ,1
糁馆,NN,6
赵镇聚,NR,1
桂美轩,NR,1
汇丰,NR,3
雄,NN,4
修海,VV,1
路路,NN,1
华成,NR,1
鱼鲜,NR,1
中商,NR,5
长沙市,NR,25
宝薯业,NN,1
沣源,NR,1
泳装,NN,1
连锁业,NN,1
碧潭,NR,1
盐都,NR,1
薛镇,NR,1
客家,NR,4
容县,NR,1
特,NN,1
汇潭,NR,3
武商,NR,5
周,NN,1
鲁味园,NR,1
麻氏,NR,3
销售,VV,2
何凤,JJ,4
延秀,NR,1
佳祥,NR,1
3031,CD,1
民,NN,5
天然,JJ,20
冯氏豆,NN,1
左,NN,4
巴山,NR,1
博创,NN,1
微生物,NN,1
和悦,NR,1
雷州市,NR,1
春雨,NR,2
崇州,NR,2
牟,P,1
康鑫隆,NR,1
王酒店,NR,1
镇美,NR,1
康净泉,NR,1
罗仔,NR,1
茅特,NR,1
国余,JJ,1
安岳县,NR,1
龙文区,NR,1
朔城区,NR,2
梁山,NR,1
粮鑫面业,NN,1
镇弘顺,NR,1
大店,NN,1
南河路宏乐,NR,7
农惠,NN,1
素芳,NR,1
乐发,NR,5
迎宾,VV,3
杨雪花,NR,3
顺海,NR,1
今东,NR,1
文迪,NR,1
得,DER,12
景,NN,5
美瑞,NR,3
怡麦,NR,1
新干县,NR,4
徐水区,NR,1
怡安,NR,1
绪燕,NR,1
运转,VV,1
畜源,NN,1
扎,VV,1
秦记,NR,2
中信,NR,3
京华苑,NR,1
正扬,JJ,1
家欣尝,NR,1
西线,NN,1
辽中县,NR,2
金银,NN,1
轩宝,NN,1
襄汾,NR,2
石基,NR,1
天天,NR,6
新安,NR,4
运,VV,2
知源,NN,4
信源,VV,1
轩尧,NR,1
饮,NN,1
茯源,NR,1
马龙县,NR,2
中山路,NR,2
宏利,NR,2
宋,NR,5
葫芦岛市,NR,3
大沥桐,NN,1
南澳县,NR,1
超级,JJ,11
悦悦贝贝,NN,1
马保店,NR,1
饴糖,NN,1
运城,NR,6
榕盛达,NR,1
聚源,NN,1
宜家,NR,7
41,CD,1
让胡路区,NN,2
爱好,VV,1
丫头,NN,1
周家桥,NR,1
作坊,NN,13
蒋海光,NR,1
铜山县,NR,2
老四,NN,1
花市,NN,2
舟山,NR,4
傻子,NN,1
庄昊远,NR,1
伴,VV,1
经典,JJ,1
力,NN,3
盛斋,NR,3
金桥,NR,5
头,DT,1
九龙,NR,4
李倩,NR,1
市镇,NN,12
武宁,NR,1
永鑫,NR,1
果绿,NN,1
小厨,NR,1
市食,NN,4
飞燕,NR,1
多美,JJ,1
苏琴,NR,1
旗舰店,NN,9
雅歌,NR,1
第五十五,OD,1
包子,NN,15
肇东市,NR,14
宜兴,NR,7
60,CD,1
醋坊,NN,2
广惠,NR,2
富露,VV,1
河东区,NN,11
忠盛,NR,1
半圩土,NN,1
环太苦荞,VV,1
湖北省,NR,49
柿美,NN,1
阿耿,NR,1
振华,NR,5
品,VV,3
好领,AD,1
沧口,VV,1
大侠,VV,1
紫沁,NR,1
兴泉,NR,1
临夏,NR,33
法官,NN,4
利群,NN,1
爱意,NN,1
梅尼,NR,3
炒坊,NN,2
惠氏,NR,1
罗必伦,NR,1
牛肉干,NR,1
漫通佳洋,VV,1
米线,NN,3
明美涤,NR,1
太谷县,NR,7
镇杜,VV,1
和县,NR,12
刘香枝,NR,1
威尔,NR,4
佰味,NR,2
11,CD,1
榆次,NR,3
陇西县,NR,3
大肉,NN,1
佰世,NR,4
配膳,NN,2
优芙,VV,1
钟祥市,NR,6
朔州市,NR,8
洋县,NR,5
十堰,NR,3
刘建武,NR,1
灵宝市,NR,2
道台府,NR,1
屏发,NR,1
斗牛士,NN,1
粮米,NN,1
吕梁市,NR,2
伊心,NR,1
宝泉,NR,1
忠庆,NN,2
劳伦斯,NR,1
戴梦得,NR,2
古城区,NN,1
方兴,NR,2
乐平镇,NR,1
船厂,NN,2
林源,NR,1
爱群,NN,1
山西,NR,157
眉山,NR,1
苍南县,NR,2
醋厂,NN,2
郭艳华,NR,1
冯庄,NR,1
杜忠平,NR,1
”,PU,2
兰溪市,NR,6
嘉惠,VV,1
市民惠,NR,1
大石乡,NR,1
营门,NN,1
苗苗,NR,1
虹九,NR,2
张兴梅,NR,2
哈福,NR,1
泉子,NN,1
瑞,NR,11
容,VV,4
味业,NR,2
证监局,NN,1
方舟,NN,2
葫芦岛,NR,6
高技术,NN,4
好利,NR,3
德宜来,NR,1
世通,NR,3
标示,VV,1
白银,NR,3
清泽,NR,1
木东,NR,1
松仁,NR,1
古滇云,NR,1
顺园,NR,1
穗儿,NN,1
红塔区,NR,1
姜顺,NR,1
陈振省,NR,1
千百,CD,1
金健米业,NN,1
威迪,NR,1
南都,NR,3
奇运,NN,2
福擀,VV,1
农丰,NR,1
林地,NN,1
堡区,NN,2
骑,VV,1
漪汾街,NR,1
浩源,VV,1
迅扬,NR,1
金山,NR,6
花炮,JJ,1
石磨,NR,1
电车,NN,1
南江,NR,3
董家滩,NR,1
食摊,NN,5
华漕,NR,1
蛟川,VV,1
海曙新芝,NR,1
鲍,NR,4
淇滨区钜桥镇,NR,4
根儿,NN,1
上虞市,NR,1
玉莲,NN,1
发发,VV,1
梅河,NR,1
李云,NR,1
福泰隆,NR,3
俊鸿,NR,1
西部,NN,9
金宇,NR,3
烤肉,VV,2
室,M,1
绿竹园,NR,1
动漫,JJ,2
德宏州,NR,7
北魏,NR,1
仲月,NR,1
福达康,NR,1
石浦镇,NR,1
石湾,NN,1
捷利,NR,1
鹤浦小利,NR,1
张友,VV,1
军安,NN,1
保健品,NN,11
玉枝,NN,1
天地人,NN,1
六,CD,33
兴达,NR,5
发,M,3
丁谢,NR,1
檐下,VV,4
南京市,NR,15
煮,VV,1
祥顺,NN,1
县沐,NN,1
晟慕,NR,4
惠州,NR,3
丰顺,NN,1
藏匿茂,NR,1
仙,VV,3
夏商,NN,1
集团,NN,205
云龙,NR,1
佰晟,NN,1
肉串,NN,1
新鑫,NR,1
辉山,NR,1
敦好,NN,1
力诺赛科,NR,1
大东区,NR,2
志,VV,1
果洛,NR,2
买买提·依斯玛依力,NR,1
梓航,NR,1
商行,NN,163
山泉,NN,30
启,NN,1
大荔,NR,2
东泰,NR,2
小魏,NR,1
沪盈,NR,1
大家,PN,2
徐章妙,NR,1
供销,NN,13
麦糕点,NR,1
华天,NR,3
洁具,NN,4
怀化市,NR,1
第2,OD,2
铁岭市,NR,7
微山县,NR,3
南大街,NR,1
俊邦,NR,1
博莱玛特,NR,3
麻湾,NR,1
南路,NN,1
徐二山,NR,1
吉源祥,NR,1
铜川市,NR,2
义马市,NR,2
香饼,NR,1
山头,NN,2
雅佳,NR,2
特易购,NR,1
水上,NN,1
河东,NR,7
大福,NN,1
之初,LC,1
荷塘,VV,2
金湖,NR,2
尹,NR,3
耿马勐撒凤蕊,NR,1
青松,NN,3
富华,NR,4
松岭,NR,1
李奎,NR,1
铁制,NN,2
军用,JJ,1
味佳乐,NR,1
启盛,NR,2
中和,NR,1
遮放,NR,1
陶忠杰,NN,1
彦展,NN,3
食用,VV,2
兴客隆,NR,1
孟凡光,NR,1
清雅,NR,1
内江,NR,4
花生,NN,2
392,OD,1
不,AD,1
纯水,NN,1
庞叶松,NR,1
佳达,NR,1
堂邑,NR,1
海鹏,NR,1
嘉定,NR,6
白塔,NN,4
中安镇文,NR,1
林冠,VV,1
善利,NR,1
益岷,AD,1
大商,NR,13
嘉园,NN,2
黄友凤,NN,1
逍林俊伟,NR,1
通成,NR,1
夏君,NR,2
凯德,NR,2
正定县,NR,2
涉天,NN,1
磊磊,VV,1
香料,NN,6
红药,NN,1
壮,JJ,2
田孝保,NR,1
谢森高,NR,1
灯影,NN,2
祥通,NR,1
市花,NN,2
好运,NN,3
珠糕,NN,1
希杰福,NR,1
新化,NR,1
弘达,NR,1
徽珍,NR,1
传,VV,1
丰原,NR,1
南门,NR,3
购销部,NN,4
全,AD,5
冷饮厂,NN,4
区阿祥,NN,1
天客隆,NR,1
波达,NR,1
淡水,NR,6
香草,NN,2
涞水,NN,1
柳树乡,NR,1
崂山区,NR,29
润邻,VV,1
天水,NR,1
源灵,NR,1
巧,AD,2
雪梅,NR,1
平阳县,NR,2
裕粮园,NR,1
上水,VV,1
水心冰速,NN,1
白石,NN,7
琴联米业,NN,1
发型,NN,1
靖江,NR,1
燕麦,NN,1
摊贩,NN,2
28号,NT,2
枣庄市,NR,9
逊,VA,3
成百,NN,1
苏州,NR,30
区东硕,NN,1
膳,NN,1
东江,NR,2
包店,NN,6
亚恒,NR,1
海水,NN,3
恒安,NR,1
国贸,NR,4
杨春光,NR,1
泗水县,NR,3
拉斐,NR,2
金顶,NR,1
鸿盛,NR,2
岚珊,VV,1
精肉,NN,1
赵亚利,NR,1
武夷,NR,1
旭洋,NR,1
晟缘,NN,2
全球,NN,1
马宝,NR,1
升贵,JJ,1
通商,NN,3
南亚,NR,7
浏阳河,NR,1
电器行,NN,2
曾兵,NR,1
平安,VA,1
恒健,NR,4
泰民店,NR,1
长沙,NR,20
汉尼汾,NR,1
重庆龙,NR,1
威凯,JJ,1
调味,VV,3
泉城,NR,1
顺丰,NR,2
凯悦,NR,3
羊绒,NN,1
市中心,NN,7
金帝,NR,2
广厦,NN,1
群农,NN,2
放,VV,1
尼尔基,NR,1
康杰,NN,1
超立,JJ,1
锦宝,NR,1
申氏,NR,1
爱斯,NR,1
遂宁市,NR,6
记好,VV,2
号子,NN,1
长庆,NR,2
蔡家面,NR,1
清涟,NN,1
镇江,NR,6
南侧,NN,1
肉摊,NN,6
大唐,NR,1
泽溢,VV,1
喜洋洋,VA,1
桂良,AD,1
金利,NR,1
犀浦,NR,1
泰安市,NR,13
丽梅米,NR,1
卫育路,NR,2
鑫骊龙,NR,1
东亭,NR,2
沂水,NR,13
渔村,NN,2
区遥观本茂,NR,1
银桥,NR,2
广聚,VV,1
俊杰,NN,2
突泉县,NR,1
东大,NR,1
区博博,NR,2
镛记,NN,1
浩,VV,1
秘,NR,1
金九,NR,1
帝利雪撕,VV,1
能,VV,5
绿色,NN,1
香香香,NR,1
肖湾,NR,1
第五,OD,10
购物,VV,6
润禾,NR,3
汞,NN,1
华润,NR,49
京味,NN,1
咨询,NN,1
奥林匹克,NR,1
孝,NN,1
徐州,NR,19
米纳,NR,1
徐丽珍,NR,1
安阳市,NR,1
江厦,NN,3
武冈市,NR,1
赏,VV,1
碶吉尔,NR,1
森盛,NR,1
川泉,NR,1
嘉和,NR,1
阳宇,NR,2
玉溪,NR,5
马,NR,13
麦花,NR,3
桂林,NR,5
商务,NN,27
邓勇刚,NR,1
金鼎管业,NR,1
副食品厂,NN,1
大统,VV,6
福慧德,NR,1
菌汤,NR,1
般阳永,NR,2
欣百,NN,1
玉香,VV,1
建筑,NN,3
特钢,NR,2
五彩,JJ,1
舜馨,NR,1
泽天,NR,1
力克,VV,1
华鲁,NR,2
市家俊,NR,1
所在地,NN,2
地膜,NN,1
好吃,JJ,4
欣园,NR,1
柳峰,VV,1
开心,VV,1
蓝鸽,NR,1
乐丰,NR,1
三电,NR,1
国美,NR,3
碶鲜力,NN,1
花生油,NN,1
新丰,NR,2
英,NN,8
投诉,VV,1
鞍山市,NR,4
自行车,NN,7
成鑫,NN,1
正典,VA,1
德利升,NR,1
林县,NR,2
洱海,NR,1
叁语,NN,1
盛赞,VV,1
贵德,NR,1
忻府区,NN,2
禾邦旭东,NR,1
现河,NR,1
道,NN,13
长安,NR,1
时间,NN,4
阳光,NN,33
名称,NN,1
王乐辉,NR,1
祁珍,NR,1
花木,NN,1
赣州,NR,4
海捞,NR,1
共,AD,3
美食城,NR,1
杨振合,NR,1
马良,NR,1
洗涤,NN,2
岳阳,NR,1
河北省,NR,21
奇酷奇酷,NR,1
信江,NR,2
陈海燕,NR,1
归宗,NN,2
柏杨,NR,1
宣豆,NN,1
义蓬,NN,1
国勇,NR,1
溪,NN,11
天桥区,NR,10
新城,NN,7
池州市,NR,11
乐海,NR,4
塔巷,NR,4
夜福川味楼,VV,1
酒泉市,NR,4
中路,NN,13
新闻,NN,2
宏振,NR,1
福强路,NR,1
莆田市,NR,2
彤美老,NN,3
镇瑞华堂,NR,1
金麦粮业,NN,3
九品,NR,3
泥池,NR,2
姑苏,NR,8
元,NR,12
轻工业,NN,1
线缆,NN,27
平昌县,NR,1
蒙阴,VV,2
亚森,NR,1
海珍,NR,1
国文,NN,2
县励晨,NN,1
名将,NN,1
宏伟,VA,1
驻,VV,1
朱冬玲,NR,1
吴洪德,NR,1
沾化,VV,2
别,AD,8
荣欣,NR,1
酒,NN,16
康寿,NR,1
晓杨,VV,1
水心杨,NR,1
爱园,NN,1
新成,NR,2
公主岭市,NR,6
西陵区,NR,12
恋虾,NN,1
储备,NN,2
昆吾,NR,1
盐津,NR,1
乡张,NN,1
鑫金,NR,1
博信,NR,1
革,VV,1
藏族,NR,3
大西洋,NR,1
张宜莲,NR,1
瓯海区,NR,2
金三角,NN,1
水韵,NR,1
通讯,NN,2
吴中,NR,1
文登市,NR,2
天平,NN,2
光兆恩安,NR,1
新宇,NR,1
傣族,NN,2
钟祥,NR,3
陈月琴,NR,1
贺州,NR,1
锦合苑,NR,3
禹州市,NR,2
王府井,NR,4
博雅,NR,4
徐秀莲,NR,1
鹿,NN,1
十,CD,5
么,SP,1
丹香,NR,1
觅,VV,1
联琪,NR,1
西藏,NR,7
可睿,NR,1
豆华天,NR,1
拉丝,NR,1
凡,AD,3
融,VV,1
杂品,NN,2
康美,NR,2
股份,NN,294
海晏县,NR,3
工程,NN,18
联盟,NN,1
拉萨市,NR,1
沙福,NR,1
日化,NN,5
湖州,NR,15
水绿,NN,1
平鲁区,NN,1
富信,NN,1
景洪市,NR,1
弋江,NR,1
金,NR,54
东升,NR,7
芙蓉区,NR,4
合作,NN,1
雪,NN,16
耀茶菊,NR,1
48,CD,1
正祥,JJ,1
佳隆,NR,1
新绿,NN,1
钢筋,NN,1
张戈庄,NR,1
禾,NN,7
哈尼族,NN,2
户县,NR,5
简阳,NR,2
景川路,NR,1
酥脆,AD,1
稼娃馍厂,VV,1
路丰,NR,1
好,JJ,41
润如,VV,1
卖场,NN,12
派,NN,2
东门店,NR,1
华祥苑,NR,1
果城,NN,1
市庆祥,NR,1
渔府,NN,1
广达香,NR,1
浦和,NR,1
贤,NN,2
儿童,NN,25
斋禅,NN,1
兆冰洋,NR,1
佐耀,NR,1
等,ETC,3
鑫汇,NN,2
碶田春良,JJ,1
彩琳,NR,1
县怡,NN,1
佳泰,NR,1
石玲,NR,1
边界,NN,1
黑鹰,NR,1
黄山区,NR,5
超洁,NN,1
乌,NR,5
禾源,JJ,1
105,CD,1
吉水,NR,1
盐化,NN,4
热合,VV,1
古,JJ,26
龙岩,NR,7
马集镇,NR,1
香格里拉,NR,5
王翠琴,NR,1
醇香,NN,1
派出所,NN,1
崔艳枫,NR,1
南,NN,16
咖啡坊,NN,1
长青,JJ,2
童舜杨,NN,1
区郦利鑫,NN,3
玉林,NR,1
虎关,NR,1
豪廷,NN,4
花炮店,NN,1
干货,NN,3
海顿,NR,1
提鲜,NN,1
竹篙镇薛,NR,1
南湖,NR,5
阜沙镇华,NR,1
横沟世腾,NN,1
漪汾宝思特,NR,1
淄川区,NR,6
益高,NR,1
如鱼得水,VV,1
鄂州市,NR,6
虎林市,NR,3
商都,NR,4
平武县,NR,2
小朱,NR,1
浪,NN,1
商品,NN,5
苏,NR,16
南通,NR,30
柴门,NR,1
润丰业,NN,1
育童,NR,1
92,CD,2
碶星,NN,3
皖,NR,3
沂南,NR,3
蒋记,NR,1
王记,NR,2
火锅,NN,14
丹尼斯,NR,3
紫燕,NR,1
灵,VA,1
窦记,VV,1
古,NR,1
庄河市,NR,1
耀荣,VV,1
沙浪,NR,1
阳安,AD,1
嵩屿,NR,1
白药,NN,2
矿,NN,4
南陵县,NR,5
惠多,NR,1
糯米,NN,1
宝,JJ,7
曲,NR,1
祥发,VV,1
大润发,NR,14
泰和,NR,3
吴忠,NR,1
领世郡,NR,2
海岸,NN,1
鑫玉,NR,1
西安区,NR,2
昆明,NR,143
汉诺威,NR,1
寺,NN,9
总,JJ,7
姚粉业,NN,1
王海涛,NR,1
善厚米业,NN,1
龙韵,NR,1
港景堂,NR,1
福新大,NR,1
塑力,NN,1
味小馆,NR,1
晋江市,NR,2
馍馍,NN,8
德江,NR,1
熟食店,NN,26
供应站,NN,2
吐鲁番市,NR,3
朱旺,NR,1
暗流,VV,1
乐,VV,40
鸿鹰,NR,1
332624198211245111,CD,1
福达,NR,7
蛟川,NR,2
深业,NR,1
顺通,NR,1
摩托车,NN,2
华德,NR,1
塘栖镇,NR,1
龙峰,NR,1
徐市振军,NR,1
军鸡,NN,1
幼稚园,NN,3
江夏,NR,1
硕健,NR,1
克莉丝汀,NR,3
宝鑫,NR,2
金茅,NR,1
黄埔,NR,2
朱坤,NR,1
沐康仿,NR,1
宝发,NR,3
新文,NN,2
干杂,NN,1
生育,NN,6
棉厂,NN,1
楚雄市,NR,3
吉煤,NN,1
林强,NR,1
闵行,NR,2
生化,JJ,6
八佰伴,NR,3
怡睿,NN,1
食,NN,779
永定,NR,3
发根,VV,2
怀远县,NR,1
高良涧,NR,1
金顺,NR,1
蔬菜,NN,153
林科喜,NR,1
顺新,NR,2
三鑫米业,NN,1
青云,NN,5
欧源,NR,1
富嘉,NR,1
添,VV,6
新村,NN,5
雨萍,NN,1
区永鑫,NN,1
三十,CD,1
广顺,NR,1
吉祥,NN,10
豪迈,VA,1
销售店,NN,5
永辉,NN,3
锡,NN,14
稚爱,VV,1
港淙,NN,1
区民,NN,4
亲,VV,1
瑞邦,NR,1
碶赛赛,NN,1
飞菊,NR,1
工商行,NN,1
点,VV,2
惠婴,NR,1
安康市,NR,10
胜利,VV,11
平罗县,NR,3
莱州市,NR,6
含山县,NR,1
津池,NR,1
海沧,NR,4
分局,NN,9
馆,NN,18
蒙山,NR,2
彩贝乐,NR,1
乾良,NR,1
宝应,NR,1
静安,NR,2
宝凯,NR,1
71,CD,1
八一,NN,1
县述,NN,1
文苑,VV,1
糖果店,NN,3
刘赟,NR,1
松泽,NR,1
骏兴,NR,2
流长,NN,6
陶玉,NN,1
湘,NR,2
爱家,VV,5
超吉胜,NR,1
30,CD,2
罗永耀,NR,1
34,CD,6
茶油,NN,1
中心,NN,256
阿胶,NN,9
漾,VV,3
孟良山,NR,1
总厂,NN,3
代莺,VV,1
武义,NR,1
私房,NN,4
丰鹏,AD,1
工商,NN,42
中苑,NR,1
帅,NN,2
宣传部,NN,1
旭阳米业,NN,1
霞浦县,NR,3
亚心,NR,1
涟水,NR,2
驰,VV,4
小吃店,NN,25
苏楚,NR,2
法国,NR,1
南岗,NR,1
区,NN,326
芬威,VV,1
寇寇,NR,1
农,NN,15
光奥,NR,1
评价,NN,4
矿泉水,NN,21
普吉,NR,2
高楠,NR,1
濠江,VV,1
施,VV,1
协同,VV,1
青光镇,NR,1
集客,NN,3
辣,VA,1
泸州,NR,3
河南丹,NR,1
兴隆乡,NR,1
蓝动,NR,1
事业,NN,11
董崇波,NR,1
山寨娃,NR,2
沙记,NR,1
大流河俊平,NR,1
威海,NR,29
神洲,NR,1
文光全,NR,1
粗粮馆,NN,1
区鑫馨顺香,NR,1
福贝贝,NR,2
龙马,NR,1
北站,NN,1
敬贤,VV,1
永怡,NR,1
隐居,VV,1
方垛,NN,1
盛祥,NR,1
铜锣湾,NR,1
营养,NN,9
资,NN,2
三岩茗,NR,1
绥化,NR,2
乡贵昌,NN,1
摊,NN,84
川西,NR,1
九洲,NR,2
温岭市,NR,5
元谋,NR,4
舜华鑫,NN,1
元宝,NN,1
铜山,NN,1
发鲜,NN,1
保货,VV,1
发烟,NN,1
惠通,NR,1
植物油,NN,2
埠村社,NR,1
房产,NN,1
涮牛肚店,VV,1
相伯,NR,1
呼,VV,1
黄杨,NR,1
街道,NN,53
贺今,NR,1
林亚云,NR,7
欢海乐岸,NN,1
弓长岭,NR,1
银龙,NR,1
沙井丰,NR,1
周文景,NR,1
润滑油,NN,4
嘉怡,NR,1
张,NR,11
阁惠,NN,1
曙固,VV,1
永久,JJ,1
米粉厂,NN,2
福田,NR,2
盐城,NR,20
兴安盟,NR,6
悦迪孕婴,NN,2
八零,NT,1
老山,NR,1
曲,NN,4
锚锚,NR,1
善,NN,6
区施河镇百祥,NR,1
邵阳市,NR,2
